brgy,municity,prov,score
SAN PAULO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN FERNANDO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN CAYETANO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN EUGENIO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GREGORIO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GREGORIO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN JOSE POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN MARCOS,SAN NICOLAS,ILOCOS NORTE,1.00
SAN MARCOS,SAN NICOLAS,ILOCOS NORTE,1.00
SANTA ASUNCION,SAN NICOLAS,ILOCOS NORTE,0.91
SANTA ASUNCION,SAN NICOLAS,ILOCOS NORTE,0.91
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN LORENZO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN PABLO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN AGUSTIN,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GUILLERMO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GUILLERMO,SAN NICOLAS,ILOCOS NORTE,1.00
BARABAR,SAN NICOLAS,ILOCOS NORTE,0.91
BARABAR,SAN NICOLAS,ILOCOS NORTE,0.91
NAGREBCAN,SAN NICOLAS,ILOCOS NORTE,0.90
NAGREBCAN,SAN NICOLAS,ILOCOS NORTE,0.90
NAGREBCAN,SAN NICOLAS,ILOCOS NORTE,0.90
SAN FRANCISCO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN BALTAZAR,SAN NICOLAS,ILOCOS NORTE,1.00
SAN ILDEFONSO,SAN NICOLAS,ILOCOS NORTE,1.00
,,,
,,,
SAN ILDEFONSO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN BARTOLOME POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN SILVESTRE,SAN NICOLAS,ILOCOS NORTE,1.00
,,,
SAN SILVESTRE,SAN NICOLAS,ILOCOS NORTE,1.00
SAN MIGUEL,SAN NICOLAS,ILOCOS NORTE,1.00
SAN RUFINO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN LUCAS POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN PAULO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN FERNANDO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN CAYETANO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN EUGENIO,SAN NICOLAS,ILOCOS NORTE,0.94
SAN GREGORIO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GREGORIO POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN JOSE POB.,SAN NICOLAS,ILOCOS NORTE,1.00
SAN MARCOS,SAN NICOLAS,ILOCOS NORTE,1.00
SAN MARCOS,SAN NICOLAS,ILOCOS NORTE,1.00
SANTA ASUNCION,SAN NICOLAS,ILOCOS NORTE,0.91
SANTA ASUNCION,SAN NICOLAS,ILOCOS NORTE,0.91
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
BINGAO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN LORENZO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN PABLO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN PABLO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GUILLERMO,SAN NICOLAS,ILOCOS NORTE,1.00
SAN GUILLERMO,SAN NICOLAS,ILOCOS NORTE,1.00
BARABAR,SAN NICOLAS,ILOCOS NORTE,0.91
BARABAR,SAN NICOLAS,ILOCOS NORTE,0.91
NAGREBCAN,SAN NICOLAS,ILOCOS NORTE,0.90
NAGREBCAN,SAN NICOLAS,ILOCOS NORTE,0.90
,,,
BARABAR,SAN NICOLAS,ILOCOS NORTE,0.91
,,,
,,,
SAN AGUSTIN POB.,SARRAT,ILOCOS NORTE,1.00
SAN LEANDRO POB.,SARRAT,ILOCOS NORTE,1.00
SAN FRANCISCO,SARRAT,ILOCOS NORTE,1.00
SAN FRANCISCO,SARRAT,ILOCOS NORTE,1.00
SANTA ROSA,SARRAT,ILOCOS NORTE,0.88
SAN LEANDRO POB.,SARRAT,ILOCOS NORTE,1.00
SAN MANUEL,SARRAT,ILOCOS NORTE,0.88
SAN AGUSTIN POB.,SARRAT,ILOCOS NORTE,1.00
SAN FRANCISCO,SARRAT,ILOCOS NORTE,1.00
SAN FRANCISCO,SARRAT,ILOCOS NORTE,1.00
SAN JOAQUIN POB.,SARRAT,ILOCOS NORTE,1.00
SAN JOAQUIN POB.,SARRAT,ILOCOS NORTE,1.00
SAN AGUSTIN POB.,SARRAT,ILOCOS NORTE,1.00
SANTA BARBARA POB.,SARRAT,ILOCOS NORTE,0.90
SAN FRANCISCO,SARRAT,ILOCOS NORTE,1.00
SAN VICENTE POB.,SARRAT,ILOCOS NORTE,1.00
SAN LEANDRO POB.,SARRAT,ILOCOS NORTE,1.00
SAN MANUEL,SARRAT,ILOCOS NORTE,1.00
SAN MANUEL,SARRAT,ILOCOS NORTE,1.00
SAN ANTONIO,SARRAT,ILOCOS NORTE,1.00
SAN ANTONIO,SARRAT,ILOCOS NORTE,1.00
SAN ANTONIO,SARRAT,ILOCOS NORTE,1.00
SAN ANTONIO,SARRAT,ILOCOS NORTE,1.00
SAN ANTONIO,SARRAT,ILOCOS NORTE,1.00
SAN LORENZO,SARRAT,ILOCOS NORTE,1.00
SAN LORENZO,SARRAT,ILOCOS NORTE,1.00
SAN LORENZO,SARRAT,ILOCOS NORTE,1.00
SAN MANUEL,SARRAT,ILOCOS NORTE,0.88
SAN MANUEL,SARRAT,ILOCOS NORTE,0.88
SANTA ROSA,SARRAT,ILOCOS NORTE,0.88
SANTA ROSA,SARRAT,ILOCOS NORTE,0.88
SAN BERNABE,SARRAT,ILOCOS NORTE,1.00
SAN BERNABE,SARRAT,ILOCOS NORTE,1.00
SAN PEDRO,SARRAT,ILOCOS NORTE,1.00
SAN PEDRO,SARRAT,ILOCOS NORTE,1.00
SAN PEDRO,SARRAT,ILOCOS NORTE,1.00
SAN JUAN,SARRAT,ILOCOS NORTE,1.00
SAN JUAN,SARRAT,ILOCOS NORTE,1.00
SAN JUAN,SARRAT,ILOCOS NORTE,1.00
SANTA MAGDALENA,SARRAT,ILOCOS NORTE,0.91
SANTA MAGDALENA,SARRAT,ILOCOS NORTE,0.91
,,,
SAN FELIPE,SARRAT,ILOCOS NORTE,1.00
SAN FELIPE,SARRAT,ILOCOS NORTE,1.00
SAN ISIDRO,SARRAT,ILOCOS NORTE,1.00
SAN ISIDRO,SARRAT,ILOCOS NORTE,1.00
,,,
SAN JOSE,SARRAT,ILOCOS NORTE,1.00
SAN JOSE,SARRAT,ILOCOS NORTE,1.00
SAN MARCOS,SARRAT,ILOCOS NORTE,1.00
SAN MARCOS,SARRAT,ILOCOS NORTE,1.00
SAN MARCOS,SARRAT,ILOCOS NORTE,1.00
SAN MARCOS,SARRAT,ILOCOS NORTE,1.00
SAN CRISTOBAL,SARRAT,ILOCOS NORTE,1.00
SAN CRISTOBAL,SARRAT,ILOCOS NORTE,1.00
SAN ANDRES,SARRAT,ILOCOS NORTE,1.00
SAN ANDRES,SARRAT,ILOCOS NORTE,1.00
SAN ROQUE,SARRAT,ILOCOS NORTE,1.00
,,,
,SOLSONA,ILOCOS NORTE,1.00
,,,
,,,
JUAN POB.,SOLSONA,ILOCOS NORTE,1.00
,,,
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
JUAN POB.,SOLSONA,ILOCOS NORTE,1.00
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
JUAN POB.,SOLSONA,ILOCOS NORTE,1.00
JUAN POB.,SOLSONA,ILOCOS NORTE,1.00
LAURETA POB.,SOLSONA,ILOCOS NORTE,1.00
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
BAGO,VINTAR,ILOCOS NORTE,0.80
,,,
,,,
,,,
,,,
,,,
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
ALILEM DAYA POB.,ALILEM,ILOCOS SUR,1.00
AMILONGAN,ALILEM,ILOCOS SUR,1.00
AMILONGAN,ALILEM,ILOCOS SUR,1.00
AMILONGAN,ALILEM,ILOCOS SUR,1.00
ANAAO,ALILEM,ILOCOS SUR,1.00
APANG,ALILEM,ILOCOS SUR,1.00
APANG,ALILEM,ILOCOS SUR,1.00
APAYA,ALILEM,ILOCOS SUR,1.00
APAYA,ALILEM,ILOCOS SUR,1.00
BATBATO,ALILEM,ILOCOS SUR,1.00
BATBATO,ALILEM,ILOCOS SUR,1.00
DADDAAY,ALILEM,ILOCOS SUR,1.00
DADDAAY,ALILEM,ILOCOS SUR,1.00
DALAWA,ALILEM,ILOCOS SUR,1.00
DALAWA,ALILEM,ILOCOS SUR,1.00
KIAT,ALILEM,ILOCOS SUR,1.00
POBLACION,BANAYOYO,ILOCOS SUR,1.00
POBLACION,BANAYOYO,ILOCOS SUR,1.00
NAGUIMBA,BANAYOYO,ILOCOS SUR,1.00
NAGUIMBA,BANAYOYO,ILOCOS SUR,1.00
CASILAGAN SUR,BANAYOYO,ILOCOS SUR,1.00
BAGBAGOTOT,BANAYOYO,ILOCOS SUR,1.00
LINTIC,BANAYOYO,ILOCOS SUR,1.00
BANBANAAL,BANAYOYO,ILOCOS SUR,1.00
CASILAGAN SUR,BANAYOYO,ILOCOS SUR,1.00
,,,
CASILAGAN SUR,BANAYOYO,ILOCOS SUR,1.00
,,,
BARANGAY 1,BANTAY,ILOCOS SUR,0.95
,,,
,,,
,,,
,,,
BARANGAY 1,BANTAY,ILOCOS SUR,0.95
BARANGAY 1,BANTAY,ILOCOS SUR,0.94
AGGAY,BANTAY,ILOCOS SUR,1.00
AN-ANNAM,BANTAY,ILOCOS SUR,0.94
BALALENG,BANTAY,ILOCOS SUR,1.00
BANAOANG,BANTAY,ILOCOS SUR,1.00
BARANGAY 1,BANTAY,ILOCOS SUR,0.95
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.94
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BULAG,BANTAY,ILOCOS SUR,1.00
BUQUIG,BANTAY,ILOCOS SUR,1.00
CABALANGGAN,BANTAY,ILOCOS SUR,1.00
CABAROAN,BANTAY,ILOCOS SUR,1.00
CABUSLIGAN,BANTAY,ILOCOS SUR,1.00
CAPANGDANAN,BANTAY,ILOCOS SUR,1.00
GUIMOD,BANTAY,ILOCOS SUR,1.00
LINGSAT,BANTAY,ILOCOS SUR,1.00
MALINGEB,BANTAY,ILOCOS SUR,1.00
MIRA,BANTAY,ILOCOS SUR,1.00
NAGUIDDAYAN,BANTAY,ILOCOS SUR,1.00
ORA,BANTAY,ILOCOS SUR,1.00
PAING,BANTAY,ILOCOS SUR,1.00
PUSPUS,BANTAY,ILOCOS SUR,1.00
QUIMMARAYAN,BANTAY,ILOCOS SUR,1.00
SAGNEB,BANTAY,ILOCOS SUR,1.00
SAGPAT,BANTAY,ILOCOS SUR,1.00
SAN ISIDRO,BANTAY,ILOCOS SUR,1.00
SAN JULIAN,BANTAY,ILOCOS SUR,1.00
SAN MARIANO,BANTAY,ILOCOS SUR,1.00
SINABAAN,BANTAY,ILOCOS SUR,1.00
TAGUIPORO,BANTAY,ILOCOS SUR,1.00
TALEB,BANTAY,ILOCOS SUR,1.00
TAY-AC,BANTAY,ILOCOS SUR,0.93
BARANGAY 1,BANTAY,ILOCOS SUR,0.95
BARANGAY 1,BANTAY,ILOCOS SUR,0.94
AGGAY,BANTAY,ILOCOS SUR,1.00
AN-ANNAM,BANTAY,ILOCOS SUR,0.94
BALALENG,BANTAY,ILOCOS SUR,1.00
BANAOANG,BANTAY,ILOCOS SUR,1.00
BARANGAY 1,BANTAY,ILOCOS SUR,0.95
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BARANGAY 1,BANTAY,ILOCOS SUR,0.94
BARANGAY 1,BANTAY,ILOCOS SUR,0.92
BULAG,BANTAY,ILOCOS SUR,1.00
BUQUIG,BANTAY,ILOCOS SUR,1.00
CABALANGGAN,BANTAY,ILOCOS SUR,1.00
CABAROAN,BANTAY,ILOCOS SUR,1.00
CABUSLIGAN,BANTAY,ILOCOS SUR,1.00
CAPANGDANAN,BANTAY,ILOCOS SUR,1.00
GUIMOD,BANTAY,ILOCOS SUR,1.00
LINGSAT,BANTAY,ILOCOS SUR,1.00
MALINGEB,BANTAY,ILOCOS SUR,1.00
MIRA,BANTAY,ILOCOS SUR,1.00
NAGUIDDAYAN,BANTAY,ILOCOS SUR,1.00
ORA,BANTAY,ILOCOS SUR,1.00
PAING,BANTAY,ILOCOS SUR,1.00
PUSPUS,BANTAY,ILOCOS SUR,1.00
QUIMMARAYAN,BANTAY,ILOCOS SUR,1.00
SAGNEB,BANTAY,ILOCOS SUR,1.00
SAGPAT,BANTAY,ILOCOS SUR,1.00
SAN ISIDRO,BANTAY,ILOCOS SUR,1.00
SAN JULIAN,BANTAY,ILOCOS SUR,1.00
SAN MARIANO,BANTAY,ILOCOS SUR,1.00
SINABAAN,BANTAY,ILOCOS SUR,1.00
TAGUIPORO,BANTAY,ILOCOS SUR,1.00
TALEB,BANTAY,ILOCOS SUR,1.00
TAY-AC,BANTAY,ILOCOS SUR,0.93
,,,
,,,
,,,
,,,
POBLACION NORTE BATO,BURGOS,ILOCOS SUR,1.00
,,,
,,,
,,,
MACAOAYAN,BURGOS,ILOCOS SUR,1.00
DIRDIRIG DIRDIRIG-PADAY,BURGOS,ILOCOS SUR,1.00
PATAC,BURGOS,ILOCOS SUR,1.00
BESSANG,BURGOS,ILOCOS SUR,1.00
LUNA,BURGOS,ILOCOS SUR,1.00
CABCABURAO,BURGOS,ILOCOS SUR,1.00
LUBING,BURGOS,ILOCOS SUR,1.00
MAMBUG,BURGOS,ILOCOS SUR,1.00
LUNA,BURGOS,ILOCOS SUR,1.00
AMBUGAT,BURGOS,ILOCOS SUR,1.00
NAGPANAOAN,BURGOS,ILOCOS SUR,1.00
RIZAL POB.,CABUGAO,ILOCOS SUR,1.00
RIZAL POB.,CABUGAO,ILOCOS SUR,1.00
RIZAL POB.,CABUGAO,ILOCOS SUR,1.00
,,,
RIZAL POB.,CABUGAO,ILOCOS SUR,1.00
RIZAL POB.,CABUGAO,ILOCOS SUR,1.00
BONIFACIO POB.,CABUGAO,ILOCOS SUR,1.00
BONIFACIO POB.,CABUGAO,ILOCOS SUR,1.00
ARNAP,CABUGAO,ILOCOS SUR,1.00
CUANTACLA,CABUGAO,ILOCOS SUR,1.00
MARADODON,CABUGAO,ILOCOS SUR,1.00
NAGSANTAAN,CABUGAO,ILOCOS SUR,1.00
NAGSINCAOAN,CABUGAO,ILOCOS SUR,1.00
NAMRUANGAN,CABUGAO,ILOCOS SUR,1.00
TUROD,CABUGAO,ILOCOS SUR,1.00
SISIM,CABUGAO,ILOCOS SUR,1.00
,CABUGAO,ILOCOS SUR,1.00
CALAOAAN,CANDON,ILOCOS SUR,0.95
SAN JUAN POB.,CANDON,ILOCOS SUR,1.00
,,,
,,,
CALAOAAN,CANDON,ILOCOS SUR,0.95
SAN JOSE POB.,CANDON,ILOCOS SUR,1.00
,,,
,,,
AMGUID,CANDON,ILOCOS SUR,1.00
AYUDANTE,CANDON,ILOCOS SUR,1.00
BAGAR,CANDON,ILOCOS SUR,0.89
BAGANI GABOR,CANDON,ILOCOS SUR,1.00
BAGANI TOCGO,CANDON,ILOCOS SUR,1.00
BAGANI UBBOG,CANDON,ILOCOS SUR,1.00
BAGAR,CANDON,ILOCOS SUR,1.00
BALINGAOAN,CANDON,ILOCOS SUR,1.00
BUGNAY,CANDON,ILOCOS SUR,1.00
CALAOAAN,CANDON,ILOCOS SUR,0.95
CALONGBUYAN,CANDON,ILOCOS SUR,1.00
CATERMAN,CANDON,ILOCOS SUR,1.00
CUBCUBBOOT,CANDON,ILOCOS SUR,0.94
DARAPIDAP,CANDON,ILOCOS SUR,1.00
,,,
,,,
OAIG-DAYA,CANDON,ILOCOS SUR,0.95
PALACAPAC,CANDON,ILOCOS SUR,1.00
PARAS,CANDON,ILOCOS SUR,1.00
,,,
,,,
,,,
,,,
PAYPAYAD,CANDON,ILOCOS SUR,1.00
,,,
,,,
SAN AGUSTIN,CANDON,ILOCOS SUR,1.00
SAN ANDRES,CANDON,ILOCOS SUR,1.00
SAN ISIDRO,CANDON,ILOCOS SUR,1.00
SAN JOSE POB.,CANDON,ILOCOS SUR,1.00
SAN JUAN POB.,CANDON,ILOCOS SUR,1.00
SAN NICOLAS,CANDON,ILOCOS SUR,1.00
SAN PEDRO,CANDON,ILOCOS SUR,1.00
SANTO TOMAS,CANDON,ILOCOS SUR,1.00
TABLAC,CANDON,ILOCOS SUR,1.00
TALOGTOG,CANDON,ILOCOS SUR,1.00
,,,
,,,
VILLARICA,CANDON,ILOCOS SUR,1.00
SAN JOSE POB.,CANDON,ILOCOS SUR,1.00
,,,
,,,
AMGUID,CANDON,ILOCOS SUR,1.00
AYUDANTE,CANDON,ILOCOS SUR,1.00
BAGAR,CANDON,ILOCOS SUR,0.89
BAGANI GABOR,CANDON,ILOCOS SUR,1.00
BAGANI TOCGO,CANDON,ILOCOS SUR,1.00
BAGANI UBBOG,CANDON,ILOCOS SUR,1.00
BAGAR,CANDON,ILOCOS SUR,1.00
BALINGAOAN,CANDON,ILOCOS SUR,1.00
BUGNAY,CANDON,ILOCOS SUR,1.00
CALAOAAN,CANDON,ILOCOS SUR,0.95
CALONGBUYAN,CANDON,ILOCOS SUR,1.00
CATERMAN,CANDON,ILOCOS SUR,1.00
CUBCUBBOOT,CANDON,ILOCOS SUR,0.94
DARAPIDAP,CANDON,ILOCOS SUR,1.00
,,,
,,,
OAIG-DAYA,CANDON,ILOCOS SUR,0.95
PALACAPAC,CANDON,ILOCOS SUR,1.00
PARAS,CANDON,ILOCOS SUR,1.00
,,,
,,,
,,,
,,,
PAYPAYAD,CANDON,ILOCOS SUR,1.00
,,,
,,,
SAN AGUSTIN,CANDON,ILOCOS SUR,1.00
SAN ANDRES,CANDON,ILOCOS SUR,1.00
SAN ISIDRO,CANDON,ILOCOS SUR,1.00
SAN JOSE POB.,CANDON,ILOCOS SUR,1.00
SAN JUAN POB.,CANDON,ILOCOS SUR,1.00
SAN NICOLAS,CANDON,ILOCOS SUR,1.00
SAN PEDRO,CANDON,ILOCOS SUR,1.00
SANTO TOMAS,CANDON,ILOCOS SUR,1.00
TABLAC,CANDON,ILOCOS SUR,1.00
TALOGTOG,CANDON,ILOCOS SUR,1.00
,,,
,,,
VILLARICA,CANDON,ILOCOS SUR,1.00
DON DIMAS QUERUBIN POB.,CAOAYAN,ILOCOS SUR,1.00
DON DIMAS QUERUBIN POB.,CAOAYAN,ILOCOS SUR,1.00
DON ALEJANDRO QUIROLGICO,CAOAYAN,ILOCOS SUR,1.00
PANDAN,CAOAYAN,ILOCOS SUR,1.00
,,,
,,,
,,,
,,,
,,,
,,,
PANDAN,CAOAYAN,ILOCOS SUR,1.00
,,,
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
CONCEPCION,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
CONCEPCION,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
CONCEPCION,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
ROSARIO POB.,CERVANTES,ILOCOS SUR,1.00
CONCEPCION,CERVANTES,ILOCOS SUR,1.00
SAN JUAN,CERVANTES,ILOCOS SUR,1.00
SAN JUAN,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
MALAYA,CERVANTES,ILOCOS SUR,1.00
CALONGBUYAN,GALIMUYOD,ILOCOS SUR,1.00
PATAC,GALIMUYOD,ILOCOS SUR,1.00
PAGANGPANG,GALIMUYOD,ILOCOS SUR,1.00
BIDBIDAY,GALIMUYOD,ILOCOS SUR,1.00
BITONG,GALIMUYOD,ILOCOS SUR,1.00
POBLACION,GALIMUYOD,ILOCOS SUR,1.00
POBLACION,GALIMUYOD,ILOCOS SUR,1.00
POBLACION,GALIMUYOD,ILOCOS SUR,1.00
CALONGBUYAN,GALIMUYOD,ILOCOS SUR,1.00
ABAYA,GALIMUYOD,ILOCOS SUR,1.00
BARACBAC,GALIMUYOD,ILOCOS SUR,1.00
BARACBAC,GALIMUYOD,ILOCOS SUR,1.00
BIDBIDAY,GALIMUYOD,ILOCOS SUR,1.00
BIDBIDAY,GALIMUYOD,ILOCOS SUR,1.00
BIDBIDAY,GALIMUYOD,ILOCOS SUR,1.00
BITONG,GALIMUYOD,ILOCOS SUR,1.00
BITONG,GALIMUYOD,ILOCOS SUR,1.00
